,User-ID,Age,Country,ISBN,Book-Rating,Avg_Rating,Total_No_Of_Users_Rated,Book-Title,Book-Author,Year-Of-Publication,Publisher
124317,237271,36.0,usa,0394551540,7,7.5,4,Alaska,James A. Michener,1988.0,Random House Inc
124341,11676,28.0,nan,0394558235,5,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124342,14456,27.0,canada,0394558235,10,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124345,32773,28.0,usa,0394558235,8,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124346,35859,36.0,usa,0394558235,9,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124347,52199,47.0,usa,0394558235,10,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124348,76483,37.0,usa,0394558235,8,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124349,105517,28.0,canada,0394558235,8,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124352,173415,31.0,usa,0394558235,5,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124353,189334,49.0,canada,0394558235,10,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124354,204864,47.0,usa,0394558235,8,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124356,234828,36.0,usa,0394558235,3,7.555555555555555,18,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988.0,Alfred A. Knopf
124382,11676,28.0,nan,0394580567,10,8.285714285714286,14,It Was on Fire When I Lay Down on It,Robert Fulghum,1989.0,Random House Inc
124383,36907,39.0,canada,0394580567,10,8.285714285714286,14,It Was on Fire When I Lay Down on It,Robert Fulghum,1989.0,Random House Inc
124389,141444,32.0,other,0394580567,7,8.285714285714286,14,It Was on Fire When I Lay Down on It,Robert Fulghum,1989.0,Random House Inc
124532,11676,28.0,nan,0395272211,10,9.75,4,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,1988.0,Houghton Mifflin
124534,197659,49.0,usa,0395272211,10,9.75,4,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,1988.0,Houghton Mifflin
124536,11676,28.0,nan,039527222X,10,9.5,4,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1988.0,Houghton Mifflin
124538,171118,47.0,canada,039527222X,8,9.5,4,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1988.0,Houghton Mifflin
124539,197659,49.0,usa,039527222X,10,9.5,4,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1988.0,Houghton Mifflin
124543,11676,28.0,nan,0395353009,8,8.444444444444445,9,The Prince of Tides,Pat Conroy,1986.0,Houghton Mifflin Company
124546,95932,36.0,usa,0395353009,9,8.444444444444445,9,The Prince of Tides,Pat Conroy,1986.0,Houghton Mifflin Company
124547,109574,50.0,canada,0395353009,10,8.444444444444445,9,The Prince of Tides,Pat Conroy,1986.0,Houghton Mifflin Company
124548,135609,36.0,usa,0395353009,8,8.444444444444445,9,The Prince of Tides,Pat Conroy,1986.0,Houghton Mifflin Company
124551,246311,35.0,usa,0395353009,9,8.444444444444445,9,The Prince of Tides,Pat Conroy,1986.0,Houghton Mifflin Company
124606,11676,28.0,nan,0399133194,8,8.6,5,Lightning,Dean R. Koontz,1988.0,Putnam Pub Group
124607,55490,25.0,usa,0399133194,10,8.6,5,Lightning,Dean R. Koontz,1988.0,Putnam Pub Group
124608,168064,33.0,canada,0399133194,8,8.6,5,Lightning,Dean R. Koontz,1988.0,Putnam Pub Group
124611,11676,28.0,nan,0399135243,4,5.0,2,Hocus Pocus,Kurt Vonnegut,1990.0,Putnam Publishing Group
124613,11676,28.0,nan,0399135359,7,6.0,2,Seventh Heaven,Alice Hoffman,1990.0,Putnam Pub Group
124615,11676,28.0,nan,0399135782,9,8.176470588235293,17,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group
124616,29526,26.0,usa,0399135782,9,8.176470588235293,17,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group
124617,46398,37.0,usa,0399135782,9,8.176470588235293,17,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group
124627,230522,52.0,usa,0399135782,7,8.176470588235293,17,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group
124629,245827,32.0,other,0399135782,9,8.176470588235293,17,The Kitchen God's Wife,Amy Tan,1991.0,Putnam Pub Group
124654,11676,28.0,nan,0399138250,8,8.2,15,Without Remorse,Tom Clancy,1993.0,Putnam Publishing Group
124661,140358,36.0,usa,0399138250,5,8.2,15,Without Remorse,Tom Clancy,1993.0,Putnam Publishing Group
124666,248496,33.0,canada,0399138250,8,8.2,15,Without Remorse,Tom Clancy,1993.0,Putnam Publishing Group
124667,254899,54.0,usa,0399138250,8,8.2,15,Without Remorse,Tom Clancy,1993.0,Putnam Publishing Group
124690,11676,28.0,nan,0399140506,9,8.333333333333334,3,Saving Grace,Lee Smith,1995.0,Putnam Publishing Group
124704,11676,28.0,nan,0399141200,8,7.111111111111111,9,That Camden Summer,Lavyrle Spencer,1996.0,Putnam Pub Group
124710,218552,48.0,usa,0399141200,8,7.111111111111111,9,That Camden Summer,Lavyrle Spencer,1996.0,Putnam Pub Group
124712,273113,18.0,usa,0399141200,5,7.111111111111111,9,That Camden Summer,Lavyrle Spencer,1996.0,Putnam Pub Group
124735,11676,28.0,nan,0399143629,8,6.888888888888889,9,Critical Mass,Steven Paul Martini,1998.0,Putnam Pub Group
124736,31315,34.0,usa,0399143629,10,6.888888888888889,9,Critical Mass,Steven Paul Martini,1998.0,Putnam Pub Group
124739,115692,33.0,usa,0399143629,5,6.888888888888889,9,Critical Mass,Steven Paul Martini,1998.0,Putnam Pub Group
124740,120598,36.0,usa,0399143629,6,6.888888888888889,9,Critical Mass,Steven Paul Martini,1998.0,Putnam Pub Group
124744,11676,28.0,nan,0399143696,10,7.875,8,Then Came Heaven,LaVyrle Spencer,1997.0,Putnam Pub Group
124747,55493,35.0,canada,0399143696,8,7.875,8,Then Came Heaven,LaVyrle Spencer,1997.0,Putnam Pub Group
124751,226545,38.0,usa,0399143696,2,7.875,8,Then Came Heaven,LaVyrle Spencer,1997.0,Putnam Pub Group
124758,11676,28.0,nan,0399144714,9,6.647058823529412,17,Vector,Robin Cook,1999.0,Putnam Pub Group
124759,16795,47.0,usa,0399144714,7,6.647058823529412,17,Vector,Robin Cook,1999.0,Putnam Pub Group
124767,110373,36.0,usa,0399144714,7,6.647058823529412,17,Vector,Robin Cook,1999.0,Putnam Pub Group
124769,143175,28.0,usa,0399144714,8,6.647058823529412,17,Vector,Robin Cook,1999.0,Putnam Pub Group
124772,224764,36.0,usa,0399144714,8,6.647058823529412,17,Vector,Robin Cook,1999.0,Putnam Pub Group
124787,11676,28.0,nan,0399146164,6,6.3076923076923075,13,Riptide,Catherine Coulter,2000.0,Putnam Publishing Group
124791,100459,38.0,usa,0399146164,6,6.3076923076923075,13,Riptide,Catherine Coulter,2000.0,Putnam Publishing Group
124794,140358,36.0,usa,0399146164,5,6.3076923076923075,13,Riptide,Catherine Coulter,2000.0,Putnam Publishing Group
124797,227520,33.0,usa,0399146164,9,6.3076923076923075,13,Riptide,Catherine Coulter,2000.0,Putnam Publishing Group
124800,11676,28.0,nan,0399146504,8,8.0,13,The Devil's Code,John Sandford,2000.0,G. P. Putnam's Sons
124802,55892,45.0,usa,0399146504,8,8.0,13,The Devil's Code,John Sandford,2000.0,G. P. Putnam's Sons
124807,128085,40.0,usa,0399146504,7,8.0,13,The Devil's Code,John Sandford,2000.0,G. P. Putnam's Sons
124809,178522,32.0,other,0399146504,4,8.0,13,The Devil's Code,John Sandford,2000.0,G. P. Putnam's Sons
124811,255489,36.0,usa,0399146504,8,8.0,13,The Devil's Code,John Sandford,2000.0,G. P. Putnam's Sons
124813,11676,28.0,nan,0399146601,7,7.6923076923076925,13,Shattered,Dick Francis,2000.0,Putnam Publishing Group
124820,145449,36.0,usa,0399146601,9,7.6923076923076925,13,Shattered,Dick Francis,2000.0,Putnam Publishing Group
124823,203799,54.0,usa,0399146601,7,7.6923076923076925,13,Shattered,Dick Francis,2000.0,Putnam Publishing Group
124847,11676,28.0,nan,0399148027,8,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124848,16795,47.0,usa,0399148027,8,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124849,21014,36.0,usa,0399148027,7,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124853,35857,36.0,usa,0399148027,9,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124854,39281,45.0,usa,0399148027,8,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124855,43842,32.0,other,0399148027,4,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124856,43910,43.0,usa,0399148027,8,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124859,98391,52.0,usa,0399148027,9,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124861,129716,30.0,usa,0399148027,6,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124865,177375,42.0,usa,0399148027,9,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124867,190925,51.0,usa,0399148027,7,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124871,223087,36.0,usa,0399148027,5,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124872,224809,61.0,usa,0399148027,9,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124873,235282,43.0,usa,0399148027,9,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124877,255489,36.0,usa,0399148027,5,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124879,264031,34.0,usa,0399148027,8,7.25,36,Blue Diary,Alice Hoffman,2001.0,G. P. Putnam's Sons
124883,11676,28.0,nan,039914840X,8,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124885,46909,31.0,usa,039914840X,7,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124888,76151,49.0,usa,039914840X,10,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124890,98391,52.0,usa,039914840X,9,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124892,123883,18.0,usa,039914840X,5,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124893,130474,33.0,usa,039914840X,10,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124897,153662,44.0,usa,039914840X,10,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124900,177374,36.0,usa,039914840X,8,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124901,187517,28.0,usa,039914840X,7,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124902,207349,25.0,usa,039914840X,9,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124903,216012,34.0,usa,039914840X,5,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124905,273113,18.0,usa,039914840X,5,8.173913043478262,23,Three Fates,Nora Roberts,2002.0,Putnam Publishing Group
124910,11676,28.0,nan,0399148639,8,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124911,24933,44.0,usa,0399148639,6,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124912,31315,34.0,usa,0399148639,10,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124916,76151,49.0,usa,0399148639,10,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124918,84024,37.0,usa,0399148639,9,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124919,98391,52.0,usa,0399148639,9,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124922,139828,49.0,usa,0399148639,8,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124924,163804,43.0,usa,0399148639,9,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124926,174892,32.0,other,0399148639,8,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124929,178522,32.0,other,0399148639,6,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124931,207616,53.0,other,0399148639,8,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
124936,235105,46.0,usa,0399148639,10,7.6875,32,Mortal Prey,John Sandford,2002.0,Putnam Publishing Group
125109,11676,28.0,nan,0425074994,9,7.25,4,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1984.0,Penguin Putnam~mass
125111,160681,28.0,usa,0425074994,8,7.25,4,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1984.0,Penguin Putnam~mass
125128,11676,28.0,nan,0425092178,9,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125129,31826,54.0,usa,0425092178,10,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125130,46398,37.0,usa,0425092178,7,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125131,48025,43.0,usa,0425092178,9,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125132,85656,41.0,usa,0425092178,9,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125136,158295,36.0,usa,0425092178,6,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125140,261829,32.0,usa,0425092178,7,7.769230769230769,13,Strangers,Dean R. Koontz,1986.0,Penguin Putnam~mass
125181,11676,28.0,nan,0425098605,6,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125183,31826,54.0,usa,0425098605,10,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125184,35836,34.0,usa,0425098605,5,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125185,61854,36.0,usa,0425098605,9,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125189,112001,43.0,usa,0425098605,9,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125190,158433,36.0,usa,0425098605,7,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125192,216683,36.0,usa,0425098605,9,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125194,226006,35.0,usa,0425098605,10,7.35,20,The Vision,Dean R. Koontz,1997.0,Berkley Publishing Group
125253,11676,28.0,nan,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125254,13552,32.0,usa,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125255,16795,47.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125257,31826,54.0,usa,0425107469,10,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125258,35859,36.0,usa,0425107469,7,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125260,41084,36.0,usa,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125261,48025,43.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125262,56554,39.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125268,98758,25.0,canada,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125269,100459,38.0,usa,0425107469,10,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125270,102647,14.0,usa,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125274,123981,46.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125280,133689,29.0,canada,0425107469,10,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125281,135045,29.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125284,142121,33.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125287,158295,36.0,usa,0425107469,6,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125288,177432,33.0,usa,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125289,190925,51.0,usa,0425107469,10,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125290,194676,36.0,usa,0425107469,7,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125293,216683,36.0,usa,0425107469,10,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125294,227705,36.0,usa,0425107469,9,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125295,234828,36.0,usa,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125296,237271,36.0,usa,0425107469,7,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125298,253871,26.0,usa,0425107469,8,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125300,270820,52.0,usa,0425107469,10,8.145833333333334,48,Watchers,Dean R. Koontz,1996.0,Berkley Publishing Group
125308,11676,28.0,nan,042511984X,8,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125310,31826,54.0,usa,042511984X,10,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125311,59172,36.0,canada,042511984X,9,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125314,78973,29.0,portugal,042511984X,9,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125319,154469,33.0,canada,042511984X,7,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125320,158295,36.0,usa,042511984X,5,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125321,168064,33.0,canada,042511984X,8,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125322,216683,36.0,usa,042511984X,8,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125325,229632,23.0,usa,042511984X,5,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125327,261829,32.0,usa,042511984X,7,7.095238095238095,21,The Face of Fear,Dean R. Koontz,1996.0,Berkley Publishing Group
125329,11676,28.0,nan,0425120279,6,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125331,25981,36.0,usa,0425120279,5,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125334,60319,36.0,usa,0425120279,5,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125337,111578,36.0,usa,0425120279,10,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125338,136252,33.0,usa,0425120279,8,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125347,227705,36.0,usa,0425120279,9,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125349,235105,46.0,usa,0425120279,8,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125352,250925,33.0,canada,0425120279,7,7.730769230769231,26,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group
125360,11676,28.0,nan,0425132048,8,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125362,28634,28.0,usa,0425132048,7,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125363,33124,33.0,canada,0425132048,9,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125364,35859,36.0,usa,0425132048,8,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125365,61028,50.0,usa,0425132048,9,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125366,66680,67.0,usa,0425132048,8,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125368,80945,46.0,germany,0425132048,7,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125369,81597,36.0,usa,0425132048,8,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125371,85993,40.0,usa,0425132048,10,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125373,95359,33.0,usa,0425132048,7,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125375,119575,30.0,canada,0425132048,9,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125377,130571,36.0,usa,0425132048,9,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125378,154469,33.0,canada,0425132048,10,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125379,158295,36.0,usa,0425132048,7,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125382,179718,39.0,other,0425132048,8,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125383,189558,55.0,usa,0425132048,8,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125385,227705,36.0,usa,0425132048,7,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125386,235105,46.0,usa,0425132048,9,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125389,258534,32.0,usa,0425132048,10,7.878787878787879,33,Eyes of Prey,John Sandford,2004.0,Berkley Publishing Group
125393,11676,28.0,nan,0425133540,5,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125399,39281,45.0,usa,0425133540,8,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125403,55187,48.0,usa,0425133540,9,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125405,75819,36.0,usa,0425133540,8,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125407,107784,36.0,usa,0425133540,5,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125411,143175,28.0,usa,0425133540,9,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125412,158433,36.0,usa,0425133540,8,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125413,159506,28.0,usa,0425133540,9,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125414,163973,46.0,brazil,0425133540,8,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125417,197659,49.0,usa,0425133540,8,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125419,227705,36.0,usa,0425133540,7,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125421,232945,28.0,usa,0425133540,9,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125422,265313,33.0,usa,0425133540,6,7.5,32,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group
125434,11676,28.0,nan,0425137562,9,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125436,35859,36.0,usa,0425137562,8,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125439,81597,36.0,usa,0425137562,8,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125441,85993,40.0,usa,0425137562,10,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125442,95359,33.0,usa,0425137562,8,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125446,127359,33.0,usa,0425137562,7,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125447,154469,33.0,canada,0425137562,10,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125451,189558,55.0,usa,0425137562,8,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125454,234828,36.0,usa,0425137562,7,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125455,244627,32.0,usa,0425137562,10,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125456,258534,32.0,usa,0425137562,10,7.875,24,Silent Prey,John Sandford,2000.0,Berkley Publishing Group
125503,11676,28.0,nan,0425146812,7,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125506,49460,37.0,usa,0425146812,6,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125509,93047,52.0,usa,0425146812,7,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125510,101876,38.0,usa,0425146812,8,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125514,194600,51.0,canada,0425146812,6,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125515,207782,28.0,usa,0425146812,8,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125516,232131,36.0,usa,0425146812,10,7.571428571428571,14,Second Nature,Alice Hoffman,1995.0,Berkley Publishing Group
125545,11676,28.0,nan,0425148297,10,7.642857142857143,28,Naked in Death,J. D. Robb,2004.0,Berkley Publishing Group
125550,69697,24.0,usa,0425148297,10,7.642857142857143,28,Naked in Death,J. D. Robb,2004.0,Berkley Publishing Group
125551,76151,49.0,usa,0425148297,1,7.642857142857143,28,Naked in Death,J. D. Robb,2004.0,Berkley Publishing Group
125553,91113,26.0,usa,0425148297,8,7.642857142857143,28,Naked in Death,J. D. Robb,2004.0,Berkley Publishing Group
125556,114368,33.0,usa,0425148297,5,7.642857142857143,28,Naked in Death,J. D. Robb,2004.0,Berkley Publishing Group
125557,123883,18.0,usa,0425148297,5,7.642857142857143,28,Naked in Death,J. D. Robb,2004.0,Berkley Publishing Group
